feature_mode,fold,train_samples,val_samples,test_samples,train_start_time,train_end_time,val_start_time,val_end_time,test_start_time,test_end_time,directional_threshold,selected_threshold,selected_threshold_source,val_directional_accuracy,val_coverage,val_score_target_corr,test_directional_accuracy,test_coverage,test_score_target_corr,test_full_score_corr,test_score_mean,test_score_std,val_score_mean,val_score_std,test_rule_dominance,test_active_rules_95,test_total_return,test_annualized_return,test_max_drawdown,test_win_rate,test_profit_factor,test_payoff_ratio,test_expectancy,test_avg_trade_return_pct,test_sharpe_ratio,test_sortino_ratio,test_calmar_ratio,test_sqn,test_total_trades,model_path,training_plot
causal_raw,1,8000,2000,2000,2025-06-03 06:30:00,2025-10-07 22:00:00,2025-10-07 22:15:00,2025-11-07 10:00:00,2025-11-07 10:15:00,2025-12-11 09:15:00,0.07,0.03,backtest,0.5142392188771359,0.6145,0.03338834904241176,0.48392554991539766,0.591,0.013357911128870945,0.020262507377796585,0.04741860181093216,0.06812944263219833,0.049550943076610565,0.06501680612564087,0.2962053120136261,5,-4.603591081508028,-39.76485040187705,24.333664668143147,49.6437054631829,0.9770688481100412,0.9910937598054008,-10.934895680542022,-0.006201614912149804,-0.5466323379641906,-0.7095307915553015,-1.6341496829261364,-0.12719245663351217,421,outputs\walkforward_compare\causal_raw\fold_01_model.pt,outputs\walkforward_compare\causal_raw\fold_01_training_loss.png
causal_raw,2,10000,2000,2000,2025-06-03 06:30:00,2025-11-07 10:00:00,2025-11-07 10:15:00,2025-12-11 09:15:00,2025-12-11 09:30:00,2026-01-15 07:45:00,0.12,0.12,directional_fallback,0.5411764705882353,0.0425,0.08124648586999268,0.43333333333333335,0.045,-0.18949654075636377,0.013894604180359336,0.025528855621814728,0.05874306336045265,0.024415940046310425,0.05959444120526314,0.5493442416191101,3,-7.863845415151576,-57.53534881369487,7.94643948834978,39.473684210526315,0.6481817090658709,0.9938786205676688,-206.94330039872509,-0.21052631578947367,-5.533135967634486,-2.382865899647637,-7.240393499258007,-1.3099397043320378,38,outputs\walkforward_compare\causal_raw\fold_02_model.pt,outputs\walkforward_compare\causal_raw\fold_02_training_loss.png
causal_raw,3,12000,2000,2000,2025-06-03 06:30:00,2025-12-11 09:15:00,2025-12-11 09:30:00,2026-01-15 07:45:00,2026-01-15 08:00:00,2026-02-16 19:15:00,0.07,0.07,directional_fallback,0.5955284552845529,0.246,0.15269080746144104,0.4868421052631579,0.228,-0.010436736401847729,-0.007873625699907676,0.012196964584290981,0.05764777213335037,0.01059683132916689,0.060575466603040695,0.2720226049423218,6,-1.126392084516847,-11.964497417106045,19.721267264486418,50.0,0.9894856726676163,0.9894856726676163,-5.313170209984681,-0.000346375105262955,-0.02721298649620861,-0.026120134389034398,-0.6066799489428057,-0.005033068933084971,212,outputs\walkforward_compare\causal_raw\fold_03_model.pt,outputs\walkforward_compare\causal_raw\fold_03_training_loss.png
causal_raw,4,14000,2000,2000,2025-06-03 06:30:00,2026-01-15 07:45:00,2026-01-15 08:00:00,2026-02-16 19:15:00,2026-02-16 19:30:00,2026-03-19 12:15:00,0.1,0.12,backtest,0.6470588235294118,0.034,0.3217048289550367,0.5263157894736842,0.038,0.0015585300931708563,0.0254308457885089,0.012377494014799595,0.06186723709106445,0.017272278666496277,0.05289848893880844,0.47380462288856506,3,1.8367216642574642,24.179030177942163,4.587803565233983,52.77777777777778,1.1043286060073323,0.9880834895855078,51.02004622937426,0.05555555555555555,1.3493866605872933,0.5337018017110425,5.270284534666864,0.3291794846689796,36,outputs\walkforward_compare\causal_raw\fold_04_model.pt,outputs\walkforward_compare\causal_raw\fold_04_training_loss.png
