equity
100000.0
100719.39761862837
101000.0
100877.270670556
100886.71138820554
101358.74727068246
100905.59282350462
100801.74492935969
101207.69578828984
100480.76052927539
99990.0
99760.02385749426
100459.95124772911
100989.9
99980.00099999999
99673.21231257377
100257.10045961077
100544.09632849335
100029.48304635906
100979.80101
100581.52279385166
101275.95660662312
100326.21624503861
99970.0029999
100969.703029899
100793.29215347546
99960.0059996
99960.0059996
99960.0059996
99960.0059996
99960.0059996
100015.52999227273
99936.98385629668
100137.41192740796
100020.94696716762
100107.61856548602
100241.68869413478
100301.27541797867
100323.48501504776
100445.36695018299
100365.46657048323
100503.59943030316
100380.3632514442
100500.89094285571
100471.09758093377
100424.2407480929
100410.42746211089
100448.34628637518
100388.75956253128
100583.77065874767
100591.89612109002
100563.4570028918
100537.72637214103
100601.3758271561
100652.83708865764
100571.58246523414
100566.16549033925
100511.99574139024
100505.22452277163
100566.16549033925
100522.82969118006
100520.1212037326
100476.7854045734
100535.01788469357
100445.63779892774
100413.13594955833
100276.35733346212
100140.93296108964
100227.60455940804
100112.49384289142
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100077.28350607457
100469.4000077377
100197.319169849
100173.31203709412
100071.9485876846
100175.9794962891
100172.77854525512
100007.39607516592
100125.83126342333
100002.59464861493
100183.98187387406
100261.3381905287
100074.61604687959
100154.63982272921
100392.04369108306
100426.7206606179
100440.05795659283
100768.15543757626
100656.12215138681
100805.49986630608
100930.8704484705
101078.05634113532
101199.70836131056
100756.5474306722
100067.27577772397
99989.55573636315
99980.41220208541
100101.56403126552
100101.56403126552
100003.27103777978
99918.69334571065
99859.26037290532
99991.84161993259
100122.13698339043
100028.41575704356
100259.28999755658
100231.85939472335
100252.43234684828
100391.87124458386
100574.74193013873
100673.03492362447
100716.46671144375
100554.1689780138
100492.45012163903
100787.32910209625
100771.3279171102
100691.32199217995
100586.1713479859
100693.60787574938
100947.34095195676
100924.4821162624
100796.472636374
100720.12412515482
100603.5440631136
100258.37564412878
100397.81454186437
