entry_date,exit_date,type,entry_price,exit_price,pnl,return_pct,exit_reason,bars_held
2026-01-23 11:30:00,2026-01-23 13:00:00,LONG,25434.85,25462.388000992054,1000.0000000000001,1.0000000000000002,TARGET,6
2026-01-23 23:45:00,2026-01-26 01:00:00,LONG,25557.35,25519.636599566118,-1010.0,-1.0,STOP,1
2026-01-26 11:45:00,2026-01-26 12:15:00,LONG,25507.55,25538.83650373454,999.9,1.0,TARGET,2
2026-01-26 13:00:00,2026-01-26 14:00:00,LONG,25539.8,25568.37765083207,1009.8989999999999,1.0,TARGET,4
2026-01-26 14:30:00,2026-01-26 15:15:00,LONG,25568.8,25595.793364064546,1019.99799,1.0,TARGET,3
2026-01-26 15:30:00,2026-01-26 15:45:00,LONG,25563.55,25590.094101963958,1030.1979699,1.0,TARGET,1
2026-01-28 21:15:00,2026-01-28 21:30:00,LONG,26013.0,26052.23201458382,1040.499949599,1.0,TARGET,1
2026-01-29 02:30:00,2026-01-29 05:30:00,LONG,26029.6,26087.792954385495,1050.9049490949901,1.0,TARGET,12
2026-01-30 19:15:00,2026-01-30 19:30:00,SHORT,25678.3,25600.861434227823,1061.41399858594,1.0,TARGET,1
2026-01-30 19:30:00,2026-01-30 20:00:00,SHORT,25637.8,25559.249903211552,1072.0281385717992,1.0,TARGET,2
2026-01-30 20:15:00,2026-01-30 20:45:00,SHORT,25567.05,25647.137941925736,-1082.7484199575172,-1.0,STOP,2
2026-01-30 20:45:00,2026-01-30 21:45:00,SHORT,25637.3,25552.105550074237,1071.920935757942,1.0,TARGET,4
2026-01-30 21:45:00,2026-01-30 22:15:00,SHORT,25553.55,25474.87337608471,1082.6401451155214,0.9999999999999999,TARGET,2
2026-01-30 22:30:00,2026-01-30 22:45:00,SHORT,25545.3,25620.013116888444,-1093.4665465666767,-1.0,STOP,1
2026-01-30 22:45:00,2026-02-02 01:00:00,SHORT,25568.8,25492.1199628893,1082.53188110101,1.0,TARGET,5
2026-02-04 11:00:00,2026-02-04 11:15:00,LONG,25322.45,25286.87848901108,-1093.35719991202,-1.0,STOP,1
2026-02-04 11:15:00,2026-02-04 12:00:00,SHORT,25292.7,25329.819974489714,-1082.4236279128997,-0.9999999999999999,STOP,3
2026-02-04 12:00:00,2026-02-04 12:30:00,SHORT,25332.45,25370.53776747591,-1071.599391633771,-1.0,STOP,2
2026-02-04 12:30:00,2026-02-04 13:45:00,SHORT,25353.7,25390.604758690966,-1060.8833977174331,-1.0,STOP,5
2026-02-04 13:45:00,2026-02-04 14:00:00,SHORT,25382.95,25349.318752010615,1050.2745637402588,1.0,TARGET,1
2026-02-04 14:00:00,2026-02-04 14:15:00,SHORT,25369.95,25334.988841152714,1060.7773093776614,1.0,TARGET,1
2026-02-04 14:15:00,2026-02-04 15:00:00,SHORT,25340.7,25305.07535249895,1071.385082471438,1.0,TARGET,3
2026-02-04 15:00:00,2026-02-04 15:45:00,SHORT,25300.7,25264.1739976094,1082.0989332961522,0.9999999999999999,TARGET,3
2026-02-04 16:00:00,2026-02-04 16:15:00,SHORT,25259.45,25297.149790563257,-1092.9199226291137,-1.0,STOP,1
2026-02-04 16:15:00,2026-02-04 16:30:00,SHORT,25289.2,25250.30019447698,1081.9907234028226,1.0,TARGET,1
2026-02-04 23:45:00,2026-02-05 04:15:00,SHORT,25022.45,24924.932019240947,1092.8106306368509,1.0,TARGET,14
2026-02-05 04:15:00,2026-02-05 04:45:00,SHORT,24971.15,24898.458840704865,1103.7387369432195,1.0,TARGET,2
2026-02-05 05:00:00,2026-02-05 05:45:00,SHORT,24919.15,24845.85627661392,1114.7761243126517,1.0,TARGET,3
2026-02-05 05:45:00,2026-02-05 07:30:00,SHORT,24872.15,24943.157583921,-1125.9238855557783,-1.0,STOP,7
2026-02-05 07:30:00,2026-02-05 10:00:00,SHORT,24943.65,25005.55839200304,-1114.6646467002206,-1.0000000000000002,STOP,10
2026-02-09 11:15:00,2026-02-09 11:30:00,LONG,25083.75,25048.919204926126,-1103.5180002332183,-1.0,STOP,1
2026-02-10 08:00:00,2026-02-10 08:30:00,LONG,25258.2,25231.41534235759,-1092.482820230886,-1.0,STOP,2
2026-02-10 08:30:00,2026-02-10 09:00:00,LONG,25231.45,25258.23498541616,1081.5579920285772,1.0,TARGET,2
2026-02-10 09:00:00,2026-02-10 09:45:00,LONG,25251.7,25278.361543547606,1092.3735719488632,1.0,TARGET,3
2026-02-10 22:00:00,2026-02-10 22:45:00,LONG,25179.45,25135.508800650237,-1103.2973076683518,-1.0,STOP,3
2026-02-10 22:45:00,2026-02-11 01:00:00,LONG,25142.7,25187.090785339442,1092.264334591668,1.0,TARGET,5
2026-02-11 17:00:00,2026-02-11 17:15:00,LONG,25105.37,25041.452682801133,-1103.186977937585,-1.0,STOP,1
2026-02-11 17:45:00,2026-02-11 19:00:00,SHORT,25177.87,25100.58330689289,1092.155108158209,1.0,TARGET,5
2026-02-11 19:15:00,2026-02-11 20:00:00,SHORT,25222.12,25142.07194174121,1103.0766592397913,1.0,TARGET,3
2026-02-12 16:15:00,2026-02-12 16:30:00,LONG,25277.75,25249.187573209907,-1114.1074258321892,-1.0000000000000002,STOP,1
2026-02-12 16:30:00,2026-02-12 16:45:00,LONG,25241.75,25208.995603694915,-1102.966351573867,-1.0,STOP,1
2026-02-12 18:30:00,2026-02-12 20:00:00,SHORT,24809.75,24739.76155235534,1091.9366880581285,1.0,TARGET,6
2026-02-12 20:30:00,2026-02-12 22:15:00,SHORT,24838.0,24765.058224546083,1102.8560549387098,1.0,TARGET,7
2026-02-17 15:45:00,2026-02-17 16:00:00,SHORT,24554.55,24602.733551214602,-1113.8846154880969,-1.0,STOP,1
