equity
100000.0
100397.03356471898
100537.1630581492
100799.90585833088
100671.45382268651
100630.58272043602
100636.42144932895
100560.51797372091
100321.13008911094
99959.12889774951
100081.74220450097
100326.96881800386
99889.0641510344
99772.28957317588
100852.45441836723
101000.0
101000.0
100834.01875280672
101648.11725094523
102010.0
102564.49975766893
102812.78323125205
100989.9
100787.55290705917
99980.00099999999
99859.95971503877
99732.41584976748
98980.20098999998
98455.1442260044
97990.39898009998
98309.19746617212
98282.06568012343
98970.30296990098
98888.58083810056
97980.59994020197
97903.68385501779
97781.90005347617
97000.79394079995
96030.78600139196
96603.81300364064
95070.47814137804
96021.18292279182
95060.9710935639
94457.87637817606
94110.36138262827
94110.36138262827
94110.36138262827
94110.36138262827
94110.36138262827
94110.36138262827
94110.36138262827
95051.46499645455
95051.46499645455
95051.46499645455
95051.46499645455
95051.46499645455
95051.46499645455
95051.46499645455
94876.6736631982
94827.60942930168
95034.2925145908
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
94100.95034649
93799.84541762371
93756.83042778568
93159.9408430251
92228.34143459485
91306.0580202489
92001.35476425724
92219.1186004514
92219.1186004514
92219.1186004514
92219.1186004514
92219.1186004514
92219.1186004514
92219.1186004514
92219.1186004514
92376.97792194567
91925.32486322596
92705.85150839205
93141.30978645591
93141.30978645591
93141.30978645591
93141.30978645591
93141.30978645591
93141.30978645591
93141.30978645591
92769.59486323173
92748.94403416371
93384.98956945843
92720.0328734685
92732.42337090931
92819.15685299494
93178.48127877833
92633.29939138285
92707.6423760277
92209.89668859135
92209.89668859135
92209.89668859135
92209.89668859135
92209.89668859135
92209.89668859135
92209.89668859135
92209.89668859135
